Date (Local),Daily Mean PM2.5 Concentration,Dew Point (C),Avg Air Temp (C),Avg Vap Pres (kPa),Wind Run (km),Avg Wind Speed (m/s),Precip (mm),Lat,Long
10/25/2018 0:00,10.7,12.8,15.2,1.5,149.7,1.7,0.4,37.931539,-122.302714
10/26/2018 0:00,8.2,12.1,16.8,1.4,133.6,1.5,0,37.931539,-122.302714
10/27/2018 0:00,7.2,13.7,16.3,1.6,147.5,1.7,0.2,37.931539,-122.302714
10/28/2018 0:00,5.6,12.5,15.2,1.5,166.7,1.9,0.1,37.931539,-122.302714
10/29/2018 0:00,6.4,7.4,15,1,156.8,1.8,0,37.931539,-122.302714
10/30/2018 0:00,5.5,5.6,15.1,0.9,165.5,1.9,0.3,37.931539,-122.302714
10/31/2018 0:00,7.7,4.5,18.1,0.8,127.4,1.5,0.2,37.931539,-122.302714
11/1/2018 0:00,8.9,9.4,20.7,1.2,118.3,1.4,0,37.931539,-122.302714
11/2/2018 0:00,9.8,10.8,19.3,1.3,124.8,1.4,0.2,37.931539,-122.302714
11/3/2018 0:00,7.8,8.2,20.4,1.1,128.7,1.5,0,37.931539,-122.302714
11/4/2018 0:00,11.7,9.8,15.6,1.2,136.6,1.6,0,37.931539,-122.302714
11/5/2018 0:00,7.7,8.1,16.1,1.1,134.2,1.6,0,37.931539,-122.302714
11/6/2018 0:00,6.6,3.4,16.6,0.8,117,1.4,0.1,37.931539,-122.302714
11/9/2018 0:00,42,0,14.8,0.3,129.9,1.5,0.1,37.931539,-122.302714
11/10/2018 0:00,88.2,-6.4,12.7,0.4,145.6,1.7,0.1,37.931539,-122.302714
11/11/2018 0:00,72.2,-7.8,15.2,0.3,161.7,1.9,0,37.931539,-122.302714
11/12/2018 0:00,73,-4.2,15,0.4,157.5,1.8,0.3,37.931539,-122.302714
11/13/2018 0:00,57.8,-2.3,14,0.5,210.6,2.4,0,37.931539,-122.302714
11/14/2018 0:00,76.3,-5.9,14.4,0.4,146.8,1.7,0.1,37.931539,-122.302714
11/15/2018 0:00,143,-4.6,13.7,0.4,152.1,1.8,0.1,37.931539,-122.302714
11/16/2018 0:00,195.4,-3.8,14.3,0.5,158.7,1.8,0,37.931539,-122.302714
11/17/2018 0:00,118.5,5.5,10.5,0.9,141.6,1.6,0,37.931539,-122.302714
11/18/2018 0:00,73.7,6.8,10.2,1,110.7,1.3,0.1,37.931539,-122.302714
11/19/2018 0:00,104.7,-0.4,14.5,0.6,187.1,2.2,0.1,37.931539,-122.302714
11/20/2018 0:00,51.8,6.2,13.5,0.9,121.2,1.4,0,37.931539,-122.302714
11/21/2018 0:00,13.1,11.8,13.7,1.4,215.7,2.5,31.4,37.931539,-122.302714
11/23/2018 0:00,2.9,13.3,13.4,1.5,217,2.5,10.1,37.931539,-122.302714
11/24/2018 0:00,3.4,12.2,13.1,1.4,145.3,1.7,0.1,37.931539,-122.302714
11/25/2018 0:00,5.7,9.7,12.6,1.2,119.1,1.4,0.1,37.931539,-122.302714
11/26/2018 0:00,9.5,9.9,13.6,1.2,123.8,1.4,0.2,37.931539,-122.302714
11/27/2018 0:00,8.9,11.9,12.4,1.4,217.3,2.5,3.9,37.931539,-122.302714
11/28/2018 0:00,7.6,12.7,13.9,1.5,181.5,2.1,15.7,37.931539,-122.302714
11/29/2018 0:00,6.5,8.9,11.2,1.1,166.8,1.9,0,37.931539,-122.302714
11/30/2018 0:00,5.9,5.9,10.9,0.9,142,1.6,0,37.931539,-122.302714
12/1/2018 0:00,4.9,7,10.3,1,192.9,2.2,11.6,37.931539,-122.302714
12/2/2018 0:00,4.5,3.2,8.4,0.8,120.8,1.4,0,37.931539,-122.302714
12/3/2018 0:00,6.5,3.1,8.4,0.8,175.2,2,0,37.931539,-122.302714
12/4/2018 0:00,8.7,2.5,9.1,0.7,230.8,2.7,0.4,37.931539,-122.302714
12/5/2018 0:00,7,6.8,9.1,1,157.4,1.8,9.3,37.931539,-122.302714
12/6/2018 0:00,7.5,3.8,11.6,0.8,138,1.6,0,37.931539,-122.302714
12/7/2018 0:00,9.7,5,11.7,0.9,129.8,1.5,0,37.931539,-122.302714
12/8/2018 0:00,17.3,5.8,11,0.9,196,2.3,0,37.931539,-122.302714
12/9/2018 0:00,26,6.7,8.2,1,232.4,2.7,0,37.931539,-122.302714
12/10/2018 0:00,25.7,7.9,9.7,1.1,166.6,1.9,0.3,37.931539,-122.302714
12/11/2018 0:00,8.3,6.7,10.3,1,135,1.6,0.1,37.931539,-122.302714
12/12/2018 0:00,11.6,6.6,11.8,1,129.8,1.5,0,37.931539,-122.302714
12/13/2018 0:00,15.4,3.5,11.2,0.8,202.3,2.3,0,37.931539,-122.302714
12/14/2018 0:00,17.7,8.8,11.7,1.1,195.4,2.3,2,37.931539,-122.302714
12/15/2018 0:00,13.7,9.7,12.8,1.2,105.3,1.2,0,37.931539,-122.302714
12/16/2018 0:00,6.1,10.3,13,1.3,267.2,3.1,19.9,37.931539,-122.302714
12/17/2018 0:00,9.5,9.7,11.2,1.2,113,1.3,0.3,37.931539,-122.302714
12/18/2018 0:00,9.5,10.1,11.9,1.2,127,1.5,0.3,37.931539,-122.302714
12/19/2018 0:00,10.2,11,12.4,1.3,121.1,1.4,0,37.931539,-122.302714
12/20/2018 0:00,17.4,9.2,10,1.2,144.3,1.7,0,37.931539,-122.302714
12/21/2018 0:00,12,10.1,11,1.2,105.8,1.2,4.6,37.931539,-122.302714
12/22/2018 0:00,7.5,4.6,9.9,0.8,135.6,1.6,0,37.931539,-122.302714
12/23/2018 0:00,9,6.2,10.5,0.9,123.3,1.4,0.2,37.931539,-122.302714
12/24/2018 0:00,8.9,9.5,10.7,1.2,168.3,1.9,10.8,37.931539,-122.302714
12/25/2018 0:00,6.5,5.8,10,0.9,163,1.9,1.1,37.931539,-122.302714
12/26/2018 0:00,6.4,5.2,9.8,0.9,135.6,1.6,0,37.931539,-122.302714
12/27/2018 0:00,4.9,1.5,10,0.7,177.5,2.1,0.1,37.931539,-122.302714
12/28/2018 0:00,3.5,-5.1,10,0.4,162.3,1.9,0,37.931539,-122.302714
12/29/2018 0:00,7.6,-0.3,9.8,0.6,113.8,1.3,0,37.931539,-122.302714
12/30/2018 0:00,9,6,9.5,0.9,143.3,1.7,0,37.931539,-122.302714
12/31/2018 0:00,9.4,-3.6,8.8,0.5,196.6,2.3,0,37.931539,-122.302714
